"Entity","Domain","Column_Count","Relationship_Count","Parent_Entity","Subtype_Count","Description"
"STATEMENT_EVENT_TYPE","Financial Transaction","2","1","","0","This minor entity identifies the types of statement event.  Examples: - Statement issued - Statement returned - Statement payment."
"STATEMENT_INSERT_CHANNEL_TYPE","Financial Transaction","0","0","CHANNEL_TYPE","0","This is a type of channel that is inserting a message with a statement."
"STATEMENT_MAIL_TYPE","Financial Transaction","2","2","","0","This minor entity describes how the account statement should be handled such as will be picked up by customer or mail to the statement address."
"STATEMENT_METRIC","Financial Transaction","7","4","","0","This entity keeps track of metrics at the statement level. If the statement is for more than one account/agreement then this is the combined total of all account metrics.  Metrics can be amounts, counts, or rates.  Amount examples: - For banking, it could be cash withdrawal total, fee total, previou"
"STATEMENT_METRIC_TYPE","Financial Transaction","2","6","","0","This entity contains codes for statement metrics. Metrics can be amounts, counts, or rates.  Amount examples: - For credit card, purchase, cash withdrawals, fees, previous balance, past due amount, current due amount, penalty amount, finance charge amount, new balance, and minimum due amount - For b"
"STATEMENT_TYPE","Financial Transaction","2","1","","0","The domain of billing types represented by the service account statements.  Examples: - Final - Regular - Rebill"
"STATE_TAX","Other","0","0","WITHHOLDING_TAX","0","This entity holds information about state taxes that employers are required to withhold from associate's pay. Types of state taxes vary depending on the employer's tax jurisdiction. Payroll withholding for state income tax is common in the U.S. for states with income tax. In some countries, Australi"
"STATION_IDENTIFICATION","Party Management","4","2","","0","Weather stations can be identified in several ways, and many have multiple identifiers.  Some of the common organizations assigning weather station identifiers are ICAO (International Civil Aviation Organization) for stations located at airports; and the World Meteorological Organization (WMO).  Org"
"STATION_OBSERVATION_XREF","Other","4","5","","0","This entity cross-references a list of weather observations provided by a given weather station. Additionally, information regarding completeness and accuracy of their supplied data can be captured at this level."
"STATUTORY_RESPONSIBILITY","Other","5","3","","0","This is an obligation that is defined under some body of law (statute). The relevant body of law will also have terms for identifying the nature of the party (party classification) that comes under the purview or mandate of this set of laws.  The jurisdiction tells you where the law applies and who "
"STEP","Other","2","11","","0","This entity defines a theoretical or standard operation to be performed in the performance of a service. This is part of an overall workflow process."
"STEP_ACTUAL_INPUT_OUTPUT","Other","7","3","","0","This entity contains the actual work products that are input and output to this step."
"STEP_GROUP","Other","3","3","","0","This entity puts steps into groups such as all steps that require a certain skill set or that require offshore resources. These groupings can be used for analysis purposes such as to optimize the workflow process."
"STEP_GROUP_TO_STEP","Other","2","2","","0","This entity assigns a step to a group of steps and allows for a step to be in many groups and a group to contain many steps. This grouping could be used for analysis purposes such as a grouping of all steps involving offshore resources or all steps that require a certain skill set."
"STEP_PRIORITY_TYPE","Other","2","1","","0","This is a code for the priority of this step such as high, medium and low."
"STEP_RELATED_ACTUAL","Other","5","1","","0","This relates one step to another step to show a sequence or dependency of steps for the actual workflow."
"STEP_RELATED_ROLE","Other","2","2","","0","This is a code for the role that one workflow step has with another workflow step such as follows, is dependent on, is replaced by."
"STEP_RELATED_STANDARD","Other","5","1","","0","This relates one step to another step to show a sequence or dependency of steps based on a standard."
"STEP_SKILL_SET","Other","2","2","","0","This entity identifies the standard skill sets that are required for this step."
"STEP_SPECIFICATION_STANDARD","Other","2","2","","0","This entity references the standard specifications that may influence the content of this step,"
"STEP_STANDARD_INPUT_OUTPUT","Other","7","3","","0","This entity contains the inputs and outputs for a step."
"STEP_STATUS","Other","4","2","","0","This is the actual status of this step for this work process such as not yet started, in process, pending answers, completed."
"STEP_STATUS_TYPE","Other","2","1","","0","This is a code for the status of a step such as not yet started, in process, pending answers, or completed."
"STOCK","Other","5","5","INVESTMENT_PRODUCT","9","This entity includes all types of investment products related to ownership. The types are common stock, preferred stock, rights, and warrants."
"STOCK_BOND_HOLDING","Investment Management","1","1","INVESTMENT_AGREEMENT","0","This entity represents holdings in securities such as stocks, bonds, or funds that are not part of a brokerage portfolio. It does not include derivative or swap agreements. This would include holdings by your financial institution or holdings by other parties outside of a portfolio."
"STOCK_DIVIDEND_EVENT","Investment Management","1","0","DIVIDEND_DECLARE_EVENT","0","This entity contains all dividends that are stock dividends."
"STOCK_ISSUANCE","Other","4","2","","0","This entity contains the history of stock, such as additional issues and stock splits."
"STOCK_ISSUE_DETAIL","Other","4","0","STOCK","0","This entity contains information about the stock from the perspective of the stock issuer."
"STOCK_PURCHASE_PLAN","Other","0","0","BENEFIT_PLAN_OPTION","0","This is a subtype of BENEFIT PLAN OPTION. Various types of stock purchase plans may be offered including payroll based (PAYSOP), stock options, and employer funded discounted stock purchase plans."
"STOCK_SHARE_CLASS_TYPE","Other","2","1","","0","A code for the share class such as Class A or Class B. Each class has different costs associated with buying, selling, and holding fund shares.  For example, from the perspective of availability: - Class A: Generally available through most investment dealers - Class B: Available only to investors pu"
"STOCK_SPLIT","Other","1","0","INVESTMENT_CORPORATE_ACTION","0","A corporate action in which a company's existing shares are divided into multiple shares. Although the number of shares outstanding increases by a specific multiple, the total dollar value of the shares remains the same compared to presplit amounts, because no real value has been added as a result o"
"STOCK_TYPE","Other","2","1","","0","This entity is a classification of stock.  Examples: - Common stock - Preferred stock - Right - Warrant"
"STORED_VALUE_AGREEMENT","Agreement/Account","0","0","CASH_MANAGEMENT","0","STORED VALUE AGREEMENT is a type of FINANCIAL AGREEMENT, implemented as a prepaid card, single use or renewable with new deposits of money. This entity contains only those card member agreements that are liabilities from the company's perspective. An example of a STORED VALUE AGREEMENT is a gift car"
"STRATEGY","Other","5","5","","0","A business strategy is a series of steps to achieve the objective. They tell you how you are going to meet the objective. If the objective is to identify the top 10% likely to default then the strategy is how to do it such as identify the criteria and run a query against an integrated database."
"STRATEGY_OBJECTIVE","Other","2","2","","0","This entity links the business strategy with the business objective. It allow for a strategy to have many objectives and for an objective to be for many strategies."
"STRATEGY_TYPE","Other","2","1","","0","A code for the classification of the type of strategy used as a category discriminator. Examples include liquidity strategy, risk strategy, financial instrument strategy, and funding strategy."
"STREET_ADDRESS","Location/Geography","12","19","ADDRESS","0","A STREET ADDRESS that represents a physical mailing address."
"STREET_ADDRESS_DETAIL","Location/Geography","16","3","","0","The separate components of a physical address, for example, street direction and street number."
"STREET_ADDRESS_JAPAN","Location/Geography","11","4","ADDRESS","0","The street address in Japan is a combination of the district, the block, and a building number."
"STREET_ADDRESS_LINE","Location/Geography","3","1","","0","This entity contains additional text lines for a street address.  How these lines are used can vary by country."
"STREET_SUFFIX_TYPE","Location/Geography","2","1","","0","This minor entity defines the type of street such as street, lane, or road as used for addresses.  Examples: - AVE = avenue - RD = road - LN = lane"
"STRESS_TEST_AGREEMENT_GROUP","Agreement/Account","2","2","","0","This entity identifies the group of agreements or 'portfolio' that is being tested or stressed as a result of this test."
"STRESS_TEST_CALCULATION_SCENARIO","Risk Management","3","4","RISK_CALCULATION_SCENARIO","0","This entity contains information specific to the calculation scenarios for stress testing including the time period being tested."
"STRESS_TEST_CRITERION","Risk Management","2","2","","0","This entity contains the criterion for the sample that was used for the stress testing. For example, bond instruments that have maturity beyond 2015. Decomposing the criteria results in one instance for each criterion (bond instrument, greater than 2015 maturity date)."
"STRESS_TEST_RESULT","Risk Management","5","2","","0","This entity contains the result of a stress test such as the loss amount for a given risk factor or the high and low extreme amounts for this time period."
"STRESS_TEST_TYPE","Risk Management","2","1","","0","This minor entity classifies the type of stress test as either:  Examples: - Supervisory scenario requiring no simulation by the bank - Scenario requiring simulation by the bank - Scenario developed by the bank"
"STUDENT_ATTENDANCE","Other","2","2","","0","Records student attendance at a course presentation.  Examples: - Part 1 of a data warehousing course offered to 30 attendees. - A web training component on data modeling taken by a single student. - Company ethics course taught by two instructors to a large audience of students."
"STUDENT_CARD","Other","0","0","CREDIT_CARD_AGREEMENT","0","STUDENT CARD is a type of CREDIT CARD that provides card accounts to the students of an educational institution."
"STUDENT_ENROLLMENT","Other","3","2","","0","This contains the list of associates enrolled in a specific course."
"SUBJECT","Other","2","3","","11","This entity contains a generated identifier for subjects in the enterprise such as parties, agreements, and geographic areas. There is one instance for each subject value. For example, if the subject type is a geographical area then there is one instance for the subject value of California.  This wa"
"SUBJECT_TYPE","Other","2","1","","0","A classification of the subject such as: - Product - Product group - Party classification - Party group - Asset classification - Feature (coverage) - Geographic area  Each subject type corresponds to an entity in the data model."
"SUBMISSION_CLARIFICATION_TYPE","Other","2","1","","0","Specifies that the pharmacist is clarifying the submission of the prescription.  Examples: - Not specified - No override - Other override - Vacation supply - Lost prescription - Therapy change - Starter dose - Medically necessary - Process compound for approved ingredients - Encounters - Other"
"SUBMISSION_TYPE","Other","2","3","","0","The type of submission for a PROCEDURE CODE, APG, or APC on a claim.  Examples: - Original submission - Repriced"
"SUBROGATION","Other","0","0","LEGAL_ACTION","0","A type of legal action. There is one instance for each subrogation legal action or filing.  Subrogation gives the insurer the right to take legal action against a third party responsible for a loss to an insured for which a claim has been paid.  The legal definition is a taking on of the legal right"
"SUBROGATION_ELIGIBILITY_REASON_TYPE","Other","2","1","","0","A code for the reason this claim is eligible for subrogation such as manufacturer's defect, product recall, insured vehicle not at fault, other insured vehicle not covered by same carrier, or insured at fault."
"SUBROGATION_ELIGIBLE_TYPE","Other","2","1","","0","Indicates whether this claim is eligible for subrogation:  Values: - Is eligible - Is not eligible"
"SUBSCRIPTION_RIGHT","Other","4","1","STOCK","0","A security giving stockholders entitlement to purchase new shares issued by the corporation at a predetermined price (normally less than the current market price) in proportion to the number of shares already owned. Rights are issued only for a short period of time, after which they expire."
"SUBSCRIPTION_WARRANT","Other","4","1","STOCK","0","A derivative security that gives the holder the right to purchase securities (usually equity) from the issuer at a specific price within a certain time frame. Warrants are often included in a new debt issue as a ""sweetener"" to entice investors."
"SUPPLEMENTAL_FORM","Other","2","1","","0","Identifies the form the provider used to include supporting documentation (a standardized paper form) in electronic format."
"SUPPLEMENTAL_FORM_RESPONSE","Other","7","2","","0","This contains the responses to the supplemental form provided with the professional claim service."
"SURVEY_COST","Campaign/Marketing","6","3","","0","This entity contains the cost of surveys over time."
"SURVEY_EVENT","Campaign/Marketing","3","3","","0","This entity associates a survey with events such as the event that issued the survey, the event that is the response to the survey or an event that is a question about the survey."
"SURVEY_EVENT_REASON_TYPE","Campaign/Marketing","2","1","","0","This is a code for the reason the event is related to the survey such as the event that issued the survey, the event that is the response to the survey, or the event that is a question about the survey."
"SURVEY_FEEDBACK","Campaign/Marketing","2","3","DIRECT_CONTACT_EVENT","0","This is feedback received in a formal, controlled, or structured format, where specific responses are solicited, and responses (typically) are constrained to selecting one of several choices presented."
"SURVEY_FEEDBACK_SURVEY_RESPONSE","Campaign/Marketing","4","2","","0","This associates survey feedback to a specific survey response."
"SURVEY_QUESTION_RESPONSE","Campaign/Marketing","5","6","","6","This entity associates a questionnaire question to a response to that question.  By capturing the date and time of the response (if known), the sequence of the survey responses may be reconstructed, and the overall time taken for the survey and time between responses may be calculated."
"SURVEY_RESOLUTION","Campaign/Marketing","3","2","","0","Captures all the findings or resolutions made in response to a Survey that was conducted.  Examples: - Improve associate training - Improve item quality inspections"
"SURVEY_RESOLUTION_TYPE","Campaign/Marketing","2","1","","0","Defines a Global Quality-related resolution or action taken to resolve or address feedback received as part of a Survey.  Note: This is a global action, as opposed to the contact level resolution entity that captures the response to an individual party's feedback instead.  Examples: - Improve associ"
"SURVEY_RESPONSE","Campaign/Marketing","6","7","","0","This is a unique response to a questionnaire received by the enterprise. It represents the ""completed"" questionnaire or survey session with answers filled in.  Examples: - An anonymous questionnaire received in a ""suggestions"" box - A formal face-to-face interview - A web survey taken by a known cus"
"SURVEY_RESPONSE_ANSWER","Campaign/Marketing","4","2","","0","One or more preformed answers to a survey question given by the responding party.  This entity provides for: - Multiple-choice answers to a question (where only a single answer is expected), for example, income range or quality of service rating - ""All that apply"" answers (where none or many answers"
"SURVEY_RESPONSE_TEXT","Campaign/Marketing","5","2","","0","Records one or more free-form answers to a question.  Examples: - Question: ""Explain how we can best win your loyalty.""  Response Text: ""Always give the best pricing you can"" - Question: ""Please enter the given names of your children""  Response Text (3 instances): ""Sarah,"" ""Janice,"" and ""Luke"""
"SURVEY_RESPONSE_TEXT_SECTION","Campaign/Marketing","5","2","","0","This entity is the link to survey response text unstructured data."
"SURVEY_SUBJECT_SUBTYPE","Campaign/Marketing","2","1","","0","This minor entity identifies the subject of the survey question such as employee (party), organization (party), channel, claim, or account."
"SUSPICIOUS_ACTIVITY_REPORT","Other","0","0","DOCUMENT","0","Suspicious activity report ID identifies the statutory report that is sent out subsequent to identifying a fraud event."
"SWAP_AGREEMENT","Agreement/Account","6","3","DERIVATIVE_AGREEMENT","4","A swap is an agreement between two parties to exchange future streams of cash flows generated from other agreements (e.g., loans). Swaps involve exchanging the terms of one asset (loan) for another to improve the quality of a loan portfolio for risk management or asset/liability management purposes."
"SWAP_AGREEMENT_LEG","Agreement/Account","9","14","","0","This entity identifies the cash flow terms for a swap agreement. A swap can have many ""legs"" where one leg represents a unidirectional exchange of money with associated terms and conditions. Examples of types of legs can be ""flat,"" ""amortizing,"" ""zero coupon,"" and ""capped/floored.""  A leg represents"
"SWAP_AGREEMENT_LEG_METRIC","Agreement/Account","12","4","","0","This entity tracks metrics for swap leg. This can be any calculated metric associated with the swap leg (other than what is specified in the other entities) such as exposure amount and volatility."
"SWAP_DIRECTION_TYPE","Investment Management","2","1","","0","This reference entity is the code indicates whether the direction of the swap payment is outbound (from your institution to an outside party) or inbound (from outside party to your institution).  Examples: - Inbound - Outbound"
"SWAP_LEG_AGREEMENT_EVENT","Agreement/Account","2","1","EVENT","0","This entity contains information about events that affects the leg of a swap such as payments against a specific leg."
"SWAP_LEG_AMORTIZATION_SCHEDULE","Investment Management","4","1","","0","The schedule of dates on which the swap's underlying principal declines by a predefined amount. Each date on the schedule has a corresponding amount."
"SWAP_LEG_CALL_SCHEDULE","Investment Management","4","1","","0","The schedule of dates on which the swap may be called back with corresponding strike prices."
"SWAP_LEG_CASH_FLOW_FEATURE","Product Management","6","3","","0","This entity contains the rules for generating the cash flow payments for this leg of the swap. Each leg and payment type combination refers to a set of rules that is used to generate the projected cash flow for that leg. The rules are represented as instances of Features.  A calculation engine would"
"SWAP_LEG_PAYMENT_SCHEDULE","Financial Transaction","3","1","","0","This entity shows the projected payment date for this swap leg."
"SWAP_LEG_PROJECTED_CASH_FLOW","Investment Management","13","1","","0","This entity contains the results of a projection of the cash flow for this swap leg."
"SWAP_LEG_RESET_SCHEDULE","Investment Management","3","1","","0","A schedule of dates when recalculations are made to determine the amount of payments."
"SWAP_LEG_TYPE","Investment Management","2","1","","0","A classification of the type of leg for a swap.  Examples of types of legs can be flat, amortizing, zero coupon, and capped/floored."
"SWAP_METRIC_TYPE","Investment Management","2","1","","0","This entity identifies the types of metrics that could be tracked for a swap leg such as exposure and duration. This can contain any calculated metric at the swap leg level."
"SWAP_OBLIGATION_SUBTYPE","Investment Management","2","2","","0","A classification of the type of swap such as: - Interest rate swap    o Coupon swap – fixed for floating in same currency    o Basis swap –- floating for floating in same currency    o Cross-currency swap – fixed rate in one currency for floating rate in another - Currency swap - Bond swap - Commodi"
"SWAP_OPTION","Investment Management","0","0","OPTION_PRODUCT","0","A swap option is an option to enter into an interest rate swap. In exchange for an option premium, the buyer gains the right but not the obligation to enter into a specified swap agreement with the issuer on a specified future date. The agreement will specify whether the buyer of the swaption will b"
"SWAP_PAYMENT_TYPE","Financial Transaction","2","1","","0","A classification of the type of swap such as: - Interest rate swap    o Coupon swap – fixed for floating in same currency    o Basis swap – floating for floating in same currency    o Cross-currency swap – fixed rate in one currency for floating rate in another - Currency swap - Bond swap - Commodit"
"SWAP_PRODUCT","Product Management","3","1","INVESTMENT_PRODUCT","0","This entity contains those offers where cash flows from underlying instruments are exchanged or swapped with an agreement to reverse the exchange at a future date.  A swap is a derivative, where two counterparties exchange one stream of cash flows against another stream. These streams are called the"
"SYSTEM_ABUSE_TYPE","Other","2","2","","0","This minor entity identifies the types of financial system abuses such as kiting (taking advantage of float), stealing, lying, first party fraud, and second party fraud."
"TACTIC","Other","3","2","","0","A tactic is a specific action step required to deliver on the strategy. Tactics are what you do and a strategy will have many tactics.  Examples: If strategy is identify the top 10% customers likely to default then the tactics could be define the criteria for the top 10% and another tactic is to dev"
"TARGETED_AMORTIZATION_CLASS","Other","0","0","TRANCHE","0","A type of credit derivative that is similar to a planned amortization class (PAC) in that it protects investors from prepayment; however, it is structured differently than a PAC. TACs protect investors from a rise in the prepayment rate or a fall in interest rates. They do not protect from a fall in"
"TARGET_CELL_TYPE","Other","2","1","","0","Indicates the intended type of recipients for a campaign cell.  Examples: - Party - Account - Access method - Market - Subscription"
"TARGET_PROMOTION","Campaign/Marketing","1","4","PROMOTION","0","This is a subtype entity to PROMOTION. A lowest level campaign may be a target promotion. A target promotion is directed towards individuals based on individual characteristics. This entity has no attributes other than the primary key but was created to show the different types of promotions."
"TARGET_PROMOTION_AGREEMENT","Agreement/Account","2","2","","0","This associative entity allows for a campaign strategy, such as a collection/recovery campaign promotion, to target more than one account and for an account to be targeted by more than one promotion."
"TARGET_PROMOTION_AGREEMENT_GROUP","Agreement/Account","2","2","","0","This associative entity allows for a campaign, such as a collection/recovery campaign promotion, to target more than one account group and for an account group to be targeted by more than one promotion."
"TASK","Other","4","3","","0","This entity describes the TASKs or activities that can make up the PROJECT."
"TASK_ADJUSTMENT","Other","15","6","","0","TASK ADJUSTMENTs that apply to either a labor task or project task."
"TASK_ADJUSTMENT_REASON_TYPE","Other","2","1","","0","The reason a TASK ADJUSTMENT TYPE was applied to a TASK ADJUSTMENT."
"TASK_ADJUSTMENT_TYPE","Other","2","1","","0","Identifies the types of TASK ADJUSTMENTs, such as an adjustment to the quantity of labor hours."
"TAX_BRACKET_TYPE","Other","3","2","","0","A code for the tax bracket a party is in which translates to a percentage. This can vary by country and can also be divided into one bracket for local taxes and another bracket for federal taxes."
"TAX_LOT","Other","2","2","","0","A tax lot is a concept primarily in the United States where transactions involving the purchase of a security are grouped together because they are treated the same for tax purposes when sold. Usually, a ""buy"" order will create a tax lot for a given purchase date for a given security within an inves"
"TAX_LOT_EVENT","Event Management","2","2","","0","These are the events that affect the creation or the metrics of a tax lot. This can include buy orders, sell orders, and corporate actions that change the quantity of shares such as a stock split."
"TAX_LOT_METRIC","Other","6","3","","0","This entity contains metrics associated with a tax lot that can change over time. Examples of metrics include cost per share, number of shares, realized gain, short-term gain amount, long-term gain amount, and unrealized gain. These metrics are usually point-in-time metrics."
"TAX_LOT_METRIC_TYPE","Other","2","1","","0","This is a code for the type of tax lot metric such as cost per share, cost basis, short-term gain, long-term gain, unrealized gain, and remaining share count."
"TAX_METHOD_TYPE","Other","2","1","","0","This entity describes the different methods that can be chosen to tax gains such as LIFO, FIFO, average cost. This is used when deciding how to tax the gains from the sale of securities. In the United States, the concept of tax lots are used and a tax lot is associated with a taxation method."
"TAX_STATUS_TYPE","Other","2","3","","0","A code that describes how this organization's income is taxed such as fully taxed, exempt, and charitable organization."
"TAX_TYPE","Other","2","1","","0","A code that is assigned to a tax such as Swiss Retention Tax, New York State Sales Tax, or U.S. Federal Tax."
"TECHNOLOGY_TYPE","Other","2","1","","0","This minor entity describes the various types of technology that can be applied to items such as cards. Examples of these include smart card technology and standard magnetic strip technology."
"TELEPHONE_CHANNEL_TYPE","Party Management","0","0","CHANNEL_TYPE","0","This is a type of channel that is a phone, mobile phone, or Personal Digital Assistant (PDA)."
"TELEPHONE_NUMBER","Party Management","7","6","ADDRESS","0","This is a telephone number that may be used for voice, data, fax, or text."
"TELEPHONE_NUMBER_CHANNEL_INSTANCE","Party Management","2","1","CHANNEL_INSTANCE","0","This entity represents a specific telephone number that is used as a channel instance. This can include call center phone numbers."
"TELEVISION_CHANNEL_INSTANCE","Channel Management","1","0","CHANNEL_INSTANCE","0","This subentity to CHANNEL INSTANCE identifies those channels that are television stations used for mass advertising."
"TENDER_OFFER","Campaign/Marketing","6","1","INVESTMENT_CORPORATE_ACTION","0","An offer to purchase some or all of shareholders' shares in a corporation. The price offered is usually at a premium to the market price."
"TERMINATION_TYPE_JAPAN","Other","2","1","","0","Identifies whether this account has the concept of termination."
"TERM_FEATURE","Product Management","7","1","FEATURE","0","This is a subtype entity to FEATURE.  For banking, term is the time between the commencement and termination dates of a note, term deposit, or mortgage. This entity identifies the term values and handles a range of terms. For example, a grace period feature could be the term value of seven days. For"
"TERM_TYPE","Other","2","2","","0","This is a code for the type of term such as fixed term, renewable term, or revolving term. If the agreement is revolving term (such as credit card) then there is no planned expiration date."
"TERRITORY","Location/Geography","4","17","GEOGRAPHICAL_AREA","0","A geographic region within a COUNTRY. Can be a state, province, Bundesland, capital area or overseas military area.  This entity can be customized to include the coding scheme relevant to the country. For example, in the United States each state has a two-digit alphabetic code per ISO 3166-1 standar"
"TERRITORY_STANDARD","Location/Geography","2","2","","2","This entity associates a territory with standard codes for territories or country subdivisions. Examples of standard coding schemes include the ISO 3166-2 Country Subdivision standard and the United States Postal Service standard."
"TERRITORY_STANDARD_TYPE","Location/Geography","3","2","","0","This is a code for the type of territory standard such as ISO 3166-2 Country Subdivision standard or the United States Postal System coding standard."
"TERRITORY_TYPE","Location/Geography","2","1","","0","This is a classification of territory.  A territory could be a political area such as a state or province. It could also be a military area such as in the United States where three areas are treated as states for mail routing purposes. These military states are AA (Armed Forces Americas), AE (Armed "
"TEXT_DATASET","Other","0","0","TEXT_SECTION","0","A type of TEXT SECTION that is an organized collection of information that typically will have a common theme such as a list of objects, results from a project, and a table of survey data."
"TEXT_MESSAGE_CHANNEL_TYPE","Channel Management","0","0","CHANNEL_TYPE","0","Short Message Service (SMS) is a communications protocol allowing the interchange of short text messages between mobile telephone devices. The SMS technology has facilitated the development and growth of text messaging. The connection between the phenomenon of text messaging and the underlying techn"
"TEXT_PARAGRAPH","Other","0","0","TEXT_SECTION","0","A type of TEXT SECTION that is a self-contained unit of a discourse in writing dealing with a particular point or idea, or the words of an author. The start of a paragraph is indicated by beginning on a new line and ending without running to the next passage.  A paragraph can be as short as one word"
"TEXT_PATTERN_METHOD_TYPE","Other","2","1","","0","A code for the method through which a text pattern was identified."
"TEXT_PATTERN_RESPONSE","Other","4","3","","0","Stores the occurrence of a STANDARD TEXT PATTERN within a set of EVENT TEXTs."
"TEXT_PHRASE","Other","0","0","TEXT_SECTION","0","A type of TEXT SECTION that is a group of words that functions as a single unit in the syntax of a sentence.  For example, ""the house at the end of the street"" is a phrase. It acts like a noun. It contains the phrase ""at the end of the street,"" which acts like an adjective.  Most phrases have a ""hea"
"TEXT_SECTION","Other","7","19","","6","This entity represents a piece of text that has gone through the first step of decomposition. A text section could be a set of paragraphs, a sentence, a phrase, or a word of text. This includes terms that are defined as ""A word or group of words having a particular meaning."" The raw text can be deco"
"TEXT_SECTION_RELATED","Other","3","1","","1","This entity identifies any relationships between pieces of TEXT SECTIONs such as when two TEXT TERMs are in the same TEXT SENTENCE or when a TEXT SENTENCE is part of a larger TEXT PARAGRAPH. It can also be used to identify the position of the small TEXT SECTION subtype within the larger TEXT SECTION"
"TEXT_SECTION_RELATED_REASON_SUBTYPE","Other","2","1","","0","This entity identifies the possible reasons why two pieces of text may be related such as when one TEXT SECTION is located within the parent TEXT SECTION or when one TEXT SECTION has the same meaning as another TEXT SECTION.  Examples: - Same meaning as - Replacement for - Includes - Part of - Missp"
"TEXT_SENTENCE","Other","0","0","TEXT_SECTION","0","A type of TEXT SECTION that is a unit of language, characterized in most languages by the presence of a finite verb. For example, ""The quick brown fox jumps over the lazy dog.""  A sentence represents a string of words satisfying the grammatical rules of language."
"TEXT_SUBTYPE","Other","2","3","","0","This entity identifies whether the TEXT SECTION is a complete block of writing, a single paragraph, a single sentence, a phrase, a term, or a clause.  This entity can be used to reconstruct the terms in a phrase, phrases in a sentence, sentences in a paragraph and paragraphs in a block of text."
"TEXT_TAG","Other","0","0","TEXT_SECTION","0","This entity is a type of TEXT SECTION that represents a tag that describes certain properties about the text that follows the text. It could be considered ""metatext."" For example, in the text ""<b><i>This text is bold and italic</b></i>"" the text enclosed in brackets <> are the tags."
"TEXT_TERM","Other","0","0","TEXT_SECTION","0","A type of TEXT SECTION that can be a word, word pair, or word group, that is used in specific contexts for a specific meaning."
"TEXT_TYPE","Other","2","7","","0","This entity classifies text and is referenced in various entities in the model."
"THERAPEUTIC_CLASS","Other","3","2","","0","Grouping of medications that are used to treat the same or similar conditions.  Examples: - Antibiotic - Antipsychotic - Antiasthmatic"
"THERAPEUTIC_CLASS_TYPE","Other","2","1","","0","A therapeutic classification type that groups therapeutic classes based on a standard or organization.  Example: - Generic = classify drugs according to most common use. - Specific = a very definitive classification system, for example, First Data Bank, and Medi-Span. - Standard = a classification a"
"THERAPEUTIC_SUBCLASS","Other","4","2","","0","Grouping of medications that are used to treat the same or similar conditions.  This is a subclass grouping within the larger therapeutic class  Examples: - Anti-inflammatory (within therapeutic class of analgesics) - Narcotic (within therapeutic class of analgesics) - Antianginal (within therapeuti"
"THIRD-PARTY_COLLATERAL_CLAIM","Party Management","0","0","RISK_MITIGANT_AGREEMENT","0","This entity contains claims that third parties have against a customer asset that is held as collateral by the bank. This includes collateral agreements that your customer has with other banks, tax liens, mechanics liens, and any formal or informal claim against the value of that asset."
"THIRD-PARTY_FINANCIAL_STATEMENT","Party Management","1","1","DOCUMENT","0","This entity is a subtype to DOCUMENT and contains only those financial documents obtained externally of this financial institution."
"THIRD-PARTY_GUARANTEE_AGREEMENT","Party Management","4","2","RISK_MITIGANT_AGREEMENT","0","This is an agreement where a third party has guaranteed the repayment of a loan or other obligation in the event the obligor defaults."
"THIRD-PARTY_GUARANTEE_TYPE","Party Management","2","1","","0","This entity classifies the third party guarantees such as principal only, or principal and interest. It designates which portion of the exposure is covered."
"THIRD_PARTY_CONSENT","Party Management","4","2","","0","This entity contains the consents given by the data subject for this third party to use the data subject's personal information for the information type specified."
"TICKER_NAME","Party Management","3","0","PRODUCT_IDENTIFICATION","0","A ticker is a specific identifier for a financial instrument that reflects common usage. Tickers are not however unique to specific exchanges or specific pricing sources. Rather, a given ticker might be associated with multiple Financial Instrument Global Identifiers (FIGI).  For example, an October"
"TIME_BAND","Other","10","17","","0","This entity represents an actual time band (row in a parameter table) for a given scheme or banding method.  For market risk, a time band may roll up to zones. For example, time bands 0-1, 1-3, 3-6, and 6-12 make up zone 1.  For example, if the scheme is ""Interest Rate Risk Time Band for Coupons 3% "
"TIME_BAND_CALCULATION","Other","5","3","","0","This entity contains risk metrics at the time band level.  Examples: - Vertical disallowance – once the instrument positions are slotted into the time bands then this information is derived from those positions in the band."
"TIME_BAND_METRIC_TYPE","Other","2","1","","0","This minor entity classifies the type of metric that is calculated at the time band level.  Examples: - Long amount - Short amount - Capital amount - Vertical disallowance amount (interest rate risk) - Long carry forward amount (commodity risk) - Short carry forward amount (commodity risk) - Carry o"
"TIME_BAND_PARAMETER","Other","6","2","","0","This entity contains the parameters used to calculate interest rate risk using the duration method.  Examples are the risk weight and the assumed change in yield.  Refer to MRA Table 1 and 2 for interest rate risk; refer to Table 7 for commodity risk.  Examples: For interest rate risk: - Assumed yie"
"TIME_BAND_PARAMETER_TYPE","Other","2","1","","0","A code for the type of parameter for this time band.  Examples: Interest rate risk: - Assumed yield change rate - Risk weight rate  Commodity risk: - Spread rate"
"TIME_BAND_RELATED","Other","5","1","","1","This entity shows relationships between bands that are outside the hierarchy of bands within a scheme. This entity also relates time bands to zones.  For example, in market risk, the horizontal disallowance is between zones, which is a type of band.  Reference Table 2 in MRA for interest rate risk."
"TIME_BAND_ROLE_TYPE","Other","2","1","","0","The reason why one time band is related to another time band such as: - Time band 1 is adjacent to time band 2 - Time band 1 is in time zone 1. - Time zone 1 is adjacent to time zone 2. - Time zone 1 is not adjacent to time zone 3"
