Question_ID,Category,Section,Question_Text,Emerging,Developing,Practicing,Innovating,Leading,Roles,Industries,Business_Functions,Is_Financial,Is_TBA,Review_Types
721,Outcomes,Analytic Capabilities,"Lifecycle Insight - Increase proactive management of all factors impacting product quality, performance and cost at all stages of the lifecycle","Capturing and organizing both traditional product lifecycle data and ncremental data types that impact product performance over its lifecycle, including unit/serial number-level data on components from outside suppliers, supplier performance, sensor readings from equipment, and drivers of warranty claims.","Employing periodic reporting leveraging the integration of traditional product lifecycle data with incremental data types that impact product performance over its lifecycle, including unit/serial number-level data on components from  outside suppliers, supplier performance, sensor readings from equipment, and drivers of warranty claims.","Building and deploying diagnostic, frequently refreshed analytics tied to integrated traditional product lifecycle data  and incremental data types e.g. unit/serial number-level data on components from  outside suppliers, supplier performance, sensor readings from equipment, and drivers of warranty claims.  Accelerates  identification and addressing of issues impacting supplier performance,  the manufacturing process defects, warranty and product time to market.","Leveraging predictive, analytics which use integration of all relevant data to enable near real-time identification and addressing of issues impacting supplier performance,  manufacturing process defects, warranty and product time to market.","Use of comprehensive and prescriptive analytical models to most proactively manage the manufacturing process, optimize supplier performance, service products in the field, minimize warranty costs and forecast them with greater accuracy, optimize product cost, and manage the product throughout its lifecycle.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Operations; Asset Lifecycle Mgmt,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
722,Outcomes,Analytic Capabilities,"Product/Service Reliability - provide on-going systematic reliability modelling for all physical products and services, including components, sub-assemblies and finished goods based on actual field performance","Gather  nascent Product and Service data.   Designing KPIs and data capture methodologies.  Begin analysing patterns of product and service failure product, service, region and manufacturing plant. Planning.  Some deployment.  Planning how to roll out.  Define service delivery processes. Define and deploy core service tracking and delivery forms.","Using product and service failure rates,  identifying  by product, service, dealer, regions etc.  Start to identify the rules that govern how to improve field service and product improvement.  Actively planning for and deploying expanded metrics for quality. Expanded definition for Service Define.",Using statistical control analytics to evaluate both product and service delivery excellence.  Extensive adoption across the organization for the analytic view of the business processes.  The customer will be aware of how the product service delivery process is monitored.  The customer is able to identify the breadth of the tracking to identify all products and services n the field that share the same failure characteristic.   Well defined service and failure levels are defined and understood within the company as well as by the customer base.,"The application of statistical & analytics techniques are driving new product and service innovation.  For product development, for example, sub assemblies are being designed out of the product, driving lower product failures.  For services, the service delivery process is defined at a detailed level, performance is traced, and service failures are tracked.  Process optimization is part of the product and service delivery process.  The new techniques significantly shortens the exposure time in the field and helps the errant organization react to failures rapidly, thus limiting the negative product and service perception among customers.  Process widely adopted across the company.","Full integration of data though out the product and service delivery lifecycle that leads to immediate identification of failure patterns.  Acknowledged expert within their industry.  Process widely accepted across the business.  The company points out their product and service delivery as part of public announcements.   Through KPI tracking data combined with the history of data, tracking and modelling is considered  standard process.   Failure identification and remediation takes hours or days.  Remediation is part of a known and understood process.  Fixes happen quickly and smoothly.  Customers, vendors, product managers and service delivery managers look to the process to drive continual improvement.",Business Sponsor,Retail; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Operations; Asset Lifecycle Mgmt,False,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
723,Outcomes,Analytic Capabilities,Financial Reporting Regulation - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Financial,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
724,Outcomes,Analytic Capabilities,Disclosure - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Financial,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
725,Outcomes,Analytic Capabilities,Collusion and Fixing - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Financial; Risks and Threats,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
726,Outcomes,Analytic Capabilities,Regulated Rate Controls - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Financial,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
727,Outcomes,Analytic Capabilities,Occupational Safety -  TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Human Resources; Risks and Threats,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
728,Outcomes,Analytic Capabilities,Compensation and Benefit Rules - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Human Resources,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
729,Outcomes,Analytic Capabilities,Trade Rules Management - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Operations,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
730,Outcomes,Analytic Capabilities,Sanctions - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Operations,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
731,Outcomes,Analytic Capabilities,Restricted Goods - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Operations; Risks and Threats,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
732,Outcomes,Analytic Capabilities,Truth in Advertising - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Operations; Marketing; Risks and Threats,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
733,Outcomes,Analytic Capabilities,Product/Service Performance - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
734,Outcomes,Analytic Capabilities,Privacy Protections - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer; Marketing; Risks and Threats,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
735,Outcomes,Analytic Capabilities,Environmental Protection - TBA,,,,,,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Operations,True,True,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
736,Outcomes,Analytic Capabilities,"Transaction Classification - the classification of account transactions to better understand customer behaviour, life stage, channel usage and prefernces",Summarised transactional data collected that does not have required level of detail to enable granular classification.,Raw transactional data collected but no systematic classification undertaken.,Some transactional classification undertaken for a few transaction types and use cases. Process is manual and run monthly or on an ad-hoc basis.  Insights are added to the customer record.,Scheduled and automated process classifies the most significant transactions on a daily basis. Fully maintained reference library with manual process to add / update new transactions and insights.,Significant transactions classified in near-real-time for continual use in customer understanding and decisioning.   Automatic classification of new transaction types via customer self classification.,Business Sponsor,Retail; Financial; Communications; Travel & Transport; Healthcare,Customer; Financial,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
737,Outcomes,Analytic Capabilities,Anti-Money Laundering - Optimize analytic processes to monitor customer activity suggestive of potential attempt to launder money,"Capture customer identifying information upon account setup, noting governmental issued identification source, address and other mandated Know Your Customer information to secure identity.  AML analysis is separate and within isolated functional unit from Fraud and Credit Risk functions.  Although much of the same data is used for these functional applications, data is not shared, i.e. resulting in unproductive data movement , replication, risk, and cost.","Realization that AML, fraud, Credit Risk analysis utilized a lot of the same data and detection schemes and data should be shared. Detection and monitoring of money flows across and within retail, commercial and corporate accounts and customer base.  Incorporate all products as potential vehicle for laundering money, e.g. mortgage early payoff, small business loan payoff, etc. Suspicious activity feeds Next Best Interaction protocol to ensure appropriate customer messaging","Meld Foreign Account Tax Compliance Act (FATCA) compliance into AML data set, given it is a lot of the same data. Same data foundation is shared (funding model opportunity)  between AML, fraud, and Credit Risk functional units.  In addition, Customer Experience (marketing) also utilizes same data set to manage relationship.",Incorporation of Path and Graph analysis functions to detect emerging paths to money laundering and suspicious  associations.,Operationalized advanced analytic functions  to troll for emerging anomalies suggestive of potential money laundering (e.g. Path and Graph functions).  Text analysis applied on communications between institutional agents (associates) and customer to detect suspicious dialogue.,Business Sponsor,Financial,Operations; Risks and Threats,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
738,Outcomes,Analytic Capabilities,Care Co-ordination - co-ordinate care for chronically ill patients/members to avoid adverse health events,Data on members or patients is kept in separate data marts or applications.   Complex data is paper based or scanned in documents. The effort to coordinate care is primariy manual.,"Integration of data to a 360 view of a patient that includes all medical treatments, tests, drugs, etc.  Also includes results of enagement with individuals.  Scheduling for services outside of traditional treatments is kept separate. Reporting is basic BI type of reporting.","360 View of the patient includes all interactions with care coordinator and includes  non-traditional data sources, such a transportation,  home care,etc.   Analytics  includes BI reportings, Dashboards and some predictive analytics.  Quality metrics are performed by a 3rd party solution.","360 view of the patient now integrates results of gaps in care  and dates when service was rendered to close the gap in care.  Predictives scores are included in the patient profile so care coordinators have more information about a patient, such as likely to use the ER due to distance from primary care doctor.  Providers have easy to access information about the patient care that highlights next best action for the patient.","Care teams have decision support automating outreach to patients based on predictive analytics ; reminders, coaching or indication of another adverse event to be avoided.  Outreach to patients is personalized and delivered via the channel of preference using HIPAA approved privacy and security.",Business Sponsor,Healthcare,Customer; Operations,False,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
739,Outcomes,Analytic Capabilities,"Care Management - manage care for a population of patients, including identifing the health needs of the population",Data on members or patients is kept in separate data marts or applications.   Complex data is paper based or scanned in documents.   All reporting is performed by a 3rd party and includes latency and lots of transfer for data.,"Integration of data to a 360 view of a patient that includes all medical treatments, tests, drugs, etc.  ID and Stratification maybe performed  in house or result of 3rd party product.   Results are typicall y kept in a separate dataset.  Gaps in Care analytics is typically performed by a 3rd party and also kept in the separate dataset.  Outreach is performed by nurses calling using a list of members, patients.","360 View of the patient includes  results of id and stratification.   Calls from nurses for outreach may also be included. Analytics  includes BI reportings, Dashboards and some predictive analytics.  Quality metrics are performed by a 3rd party solution.  Identifiy target individuals who should receive an in home assessment to determine chronic care illnesses.",360 view of the patient now integrates results of gaps in care and dates when service was rendered to close the gap in care.  Predictives scores are included in the patient profile so  likely to self-care will suppress the need for out reach for preventive care gap.  Providers have easy to access information about the patient care that highlights  gaps in care and patient’s predictive scores.   BI is now also measuring the effectiveness of outreach by type of quality measure and lifestyle of the patient.,"Care teams have decision support automating outreach to patients based on predictive analytics ; reminders, coaching or enrollment in a chronic care or wellness program.   Outreach to patients is personalized and delivered via the channel of preference using HIPAA approved privacy and security.   Providers who have been attributed to care of patients with gaps in care have bi-directional BI capability to enter data to attest to care provided that was not already in the patients/members .  Measure effectiveness of outreach includes channel, type of intervention  along with lifestyle and other patient segementation.",Business Sponsor,Healthcare,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
740,Outcomes,Analytic Capabilities,Provider Management - manage contracts and performance of providers contracted with the healthcare organisation,"Data on providers is primarily from credientially data sources.  Contract metrics are stored in a spreasheet,  Reimbursement is based on an off the shelve fee schedule .  Reports are generated listing PMPM costs by provider.",Fee schedules  and capitation rates are stored in a claim adudication system and assigned to a product network.  Providers (practioners and physicians) are contractually tied to each network.  Reimbursement is defined by capitated PMPM monthly payment or fee schedules.  Quality reports are basically peer comparsion and measuring costs by treatment types PMPM.,Reimbursements to providers is still based on fee for service/capitation.   Quality metrics are applied to the primary care physicians based on preventative care and other agreed upon metrics.  Annual bonsues are calculated based on a pre-defined set of metrics.  Good quality providers get special mention in provider directories.  Data for metric calculations is still outside of the data warehouse as is the provider quality metric contract agreements.,Patients are attributed providers enrollment in value care based contracts.  Attribution models are based on selecting a primary care doctor or business rules involving office visits.  Value Based Payments are calculated on a quarterly basis evaluating utilization of patients attributed to care and a pre-defined set of quality metrics.  Analytics are still BI based and may be self-service.  Contract metrics are still kept silo’d by provider management department,"Providers have access to information on patients who have been attributed to their care, which gaps are relavent, what other providers  the patients has obtained care and what the finanical thresholds are for the provider at this point in time based on agreed upon thresholds.  They have the ability to enter corrections based on medical chart information and attest to the validing of the data. Operations produces metrics tying claim adjustments, claim rejections and greivance calls to providers for administrative quality.  Identifcation of provider recruitment is based on quality metrics both medical and administrative.",Business Sponsor,Healthcare,Supply Chain,False,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
741,Outcomes,Analytic Capabilities,Claims Management - Optimize claims processing of insurance and healthcare claims,"Claims processing is performed by a 3rd party.  All claims available for the data warehouse are adjudicated claims only.  KPIs, etc are produced by 3rd party.","Claims processing increases first pass resolution rate due to electronic submission of claims, benefits and authorizations maintained in a single system.  Claims that are loaded into a data warehouse are primarily adjudication claims.  Reports are standard operational KPIs with dashboards.",Claims processing either in-house or by 3rd party has high rate of first pass resolution (no suspends) and low rate of errors (adjustments).  KPIs are dashboards and can tie productivity down to claim source and claim processor.  Claims that are captured for fraudulent analysis are adjudicated but may be captured prior to payments being sent out of house.  Claims submitted to a data warehouse is more frequent; such as daily.,Claims submitted for adjudication but not yet paid can be loaded to a data warehouse to be an early identifier of a change in patient status.  Additional operational analytics is applied to daily loads of both adjudicated and suspended claims into a data warehouse to identify areas for processing improvement and support other time senstive analysis in the organization.  Analytics involves mining techniques.,"Analyze in-coming EDI transactions to determine quality of coding for root cause remediation and possible fraudulent activity.  Compare in-coming EDI transactions to adjudicated claims and out-going EDI transactions for processing accuracy, compliancy of authorizations and claim outcome.  Target problem areas to reduce adminstriative cost and prevent complaints.   EDI transactions to be stored in HADOOP for big data type of data mining.",Business Sponsor,Financial; Healthcare,Customer; Operations,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
742,Outcomes,Analytic Capabilities,Pharmacy Management - Provide operational oversight and measurements in operations,"Billing and Collections processes automated, but disparate, Product is primary business focus, with little patient-centricity.  JIT logistics regularly exceed 10% write-offs due to diversion/ OOS/overstock/unsaleables.","Dispensing records and inventory management are separate; reports are in place for each and reconciliations regularly occur. Billing and Collections processes are primarily automated, but separate from actual practice. Basic AR/AP reporting in place, but no connection with actual Payor and Vendor interactions. JIT logistics are basic, with 5-10% write-offs due to diversion/ OOS/overstock/unsaleables.","Drug utilization review is real-time, accurate information for product(s).  Drug information data is sourced from an interoperable data repository. Billing terms and conditions are automatically applied. Audit preparation is manual, accreditation is frequent.  Pharmacist time often split between dispensing/clinical. JIT logistics have room for improvement, with 2-5% write-offs due to diversion/OOS/overstock/unsaleables.","Clinical care is common.  Medication reconciliation is ongoing.  Inventory and Dispensing are interoperable, with lean just-in-time stock.  Robotics, pumps, dispensing processes are automated using granular and timely data. Billing terms and conditions are automatically applied. Audit preparation is mostly electronic, accreditation common. DUR is automated and alerts are case-specific; alert fatigue is minimal.  Acute-care, chronic care transitions are regular and consistent. JIT logistics have 2% write-offs due to diversion/ OOS/overstock/unsaleables. clinical time is a significant factor, with PQA standards utilized.","Care teams are well coordinated, with EHR communications interoperable with analytics to assist practitioners with clinical results.  Computerized clinical decision-making is incorporated into practices and driven by Evidence-based medicine. Cost–effectiveness studies consistently achieve top results.  Audit preparation is streamlined, accreditation consistently maximized. JIT logistics regularly achieve below 2% write-offs due to diversion/OOS/overstock/unsaleables",Business Sponsor,Healthcare,Customer; Operations,False,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
743,Outcomes,Analytic Capabilities,Contract Compliance Management - ensuring efficient contract compliance management supporting rapid change management actions for non-compliant vendors,"No automated approach, manual collection of data with limited historical data available, non timely decision for non compliant vendors  - lack of root cause analysis  - no insight for better negotiations.","Basic KPIs defined, Semi-automated approach and data collection, no full visibility on vendor compliance, delay in action implementation – delayed supplier change  management -  basic  root cause analysis . No linkage between KPIs and contract terms",Timely and on demand  vendor compliance analysis  based on historical data using a manual process – centralized storage of contracts in standardized format -   manual root case analysis with corrective action plans  managed manually,"All supplier compliance related metrics and KPis  defined and implemented - Automated dashboards that drive supplier contract compliance ensure visibility on relevant KPI’s- automated and timely reporting of non-compliant suppliers  -  automated  root case analysis with clear corrective action plan . Full impact analysis of non-compliance on service, revenue and margin","Timely decision making on cost optimization decisions – Predictive non compliance analysis - rapid change management for suppliers out of compliance ensuring cost optimization – optimized contract negotiations considering impacts on risk, revenue and margin",Business Sponsor,Healthcare,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
744,Outcomes,Analytic Capabilities,"Suppplier Collaboration - Build a close working relationship to jointly improve service, availability and efficiency whilst reducing costs and inventory","Manual sharing of demand data, typically sales history at chain level, by week/month either via a basic sales portal or file sharing (Excel)
Supplier performance measured using spreadsheets
No understanding of the impact of poor supplier performance on downstream supply chain service",Development of a sales portal to share demand data with suppliers. No active collaboration between parties,"Automated Sharing of sales forecast data at location level by day
Supplier performance dashboards  developed in BI tool
Portals used to manage purchase order status tracking to identify potential supply issues
Impact analysis of joint supply chain failures on service and inventory","Calculation and sharing of future purchase order forecasts, future promotion plans to support joint planning and new launch activities In order to improve overall supply chain service and optimise inventory levels  driving lower costs and reduce lead-times. Active collaboration between partners","Active sharing of limited basket sales data and inventory data  by location to support improved operational KPIs, causal analysis and impact analysis of supply chain failures. Close collaboration between partners to address joint challenges and improve costs, efficiencies and service.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Financial; Supply Chain,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
745,Outcomes,Analytic Capabilities,"Supplier Performance Management - Analytics ensuring efficient governance of vendor and category performance, profitability, and compliance while meeting customer expectations","No automated approach, manual collection of data with limited historical data available, aggregated information analysed,  product centric approach rather than vendor, limited insights that are not available in non timely decision, no control over number and quality of suppliers","Basic KPIs defined, Semi-automated approach and data collection, limited to major categories only, no full visibility on vendor performance and compliance, delay in action implementation, no thresholds defined, unclear approval process",Timely and on demand  vendor performance analysis with a granularity on the category level in an automated exception driven process – based on historical data using a manual approval process – centralized storage of contracts in standardized format,"all cross-functional  supplier management related metrics and KPis  defined and implemented - Vendor scorecard implemented  Balancing supply & demand measurements - vigorous insight driven vetting and approval process – proper trading and compliance partner management, cost efficient vendor management","Predictive Vendor and industry level analysis , identifying potential supply failures or supply opportunities with  proactive decisions  on cost optimization, service improvement and efficiency – Cost Efficient category management - clear buying thresholds  for all categories based on historical contracts and vendor analysis - Automated processes across hundreds of vendors/categories",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Financial; Supply Chain,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
746,Outcomes,Analytic Capabilities,"Spend Analytics - improve margins through product, vendor, procurement and expenses cost optimisation using advanced profitability models",Manual collection of data - Basic product profitability analysis with limited visibly on direct and indirect costs – no vendor level  or cross vendor comparison -  Cost driven procurement – high level OPEX monitoring,Semi automated data collection - Product profitability analysis without addressing root causes of cost increase -  Vendor profitability based on cost of sales only - Cost driven procurement – limited cost optimization initiatives . Typically standard ERP reporting at summary levels.,Timely and on demand  vendor and product  performance analysis with a granularity on the product level in an automated exception driven process – good understanding of vendor profitability - well defined pricing guidance – Cost optimization initiatives  in place lacking prioritization  - Enhanced procurement decisions limited to major products . Combination of ERP and non ERP data.,Clear cost of sales structure in place – Detailed product profitability analysis and well defined pricing structure – Cost efficient vendor negotiations and purchase agreement - consistent cost calculation methods across the enterprise and across vendors – Procurement policy taking into consideration implication on supply chain,Cross Vendor and product cost analysis - Vendor portfolio management – Clear vendor/supplier mix in place -  Optimize  processes based  on cost implication - adherence to expense containment policies throughout the organization – Well prioritized OPEX reduction initiatives eliminating low value high cost activities,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Financial; Supply Chain,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
747,Outcomes,Analytic Capabilities,Global Spend Visibility - Consolidating and integrating purchase information from multiple source ERPs to provide a global view of spend information,"No automated approach, manual collection of data at summarised level.","Fixed time frame, semi automated reporting at an aggregated level with limited visibility for “global” vendors.  Limited consolidation to “global” vendor or for cross region materials because of poor master data references.","Timely and on demand  purchasing reports at location/sku granularity in an automated exception driven process.
Multiple currencies supported with consolidation to primary currency (e.g. USD) for reporting, use of DUNS or other global identifier for vendor hierarchies across regions.
Purchase Price variation analysis with alerts in place.",Use of risk management techniques to identify and reduce supply disruption.  Identification of supplier  and product risks at a global level.,Near time event driven alerts to support purchasing strategy (e.g. Oil purchase hedging or other commodities).,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Financial; Supply Chain,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
748,Outcomes,Analytic Capabilities,"Purchasing Optimisation - Optimize costs to servce model by improving vendor terms and conditions balancing cost of inventory, handling and storage",Manual collection of data - Basic product profitability analysis with limited visibly on direct and indirect costs –manual intuitive assessment of spot buy opportunities - Cost driven procurement,Semi automated data collection - Product profitability analysis without addressing root causes of cost increase - limited cost optimization initiatives  related to inventory and storage cost  -  Manual assessment of spot buy opportunities with lack of proper forecasting capabilities.,"Timely and on demand  procurement  cost analysis with a granularity on the product level in an automated exception driven process – good understanding of vendor profitability – Procurement Cost optimization initiatives  in place lacking prioritization  - Enhanced procurement decisions limited to major products - assessment of spot buy opportunities with ,limited manual forecasting capabilities.",Clear cost of sales structure in place – Detailed product profitability analysis and well defined pricing structure – Cost efficient purchase agreement  negotiations--  Procurement policy taking into consideration implication on supply chain – Automated and analytics driven forecasting capabilities,Cross Vendor and product cost analysis -  Optimized  processes based  on cost implication - adherence to expense containment policies throughout the organization – purchasing optimization fully integrated with spend analytics capabilities,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Financial; Supply Chain,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
749,Outcomes,Analytic Capabilities,Supplier Risk Management - Proactively assess and balance supply across the supply base to mitigate potential risks to supply,"No automated approach, manual collection of data at summarised level.","Fixed time frame, semi automated reporting at an aggregated level with limited visibility for vendors.    Generally performed after vendor issues have started to determine potential impact – very ad-hoc type of analysis","Supplier Performance and trend early warning alerts, for sudden or long term changes based on delivery or quality types of changes.  Identification of “top” vendors, impact to COGS for price changes, some sensitivity analysis on pricing impact to COGS. Vendor stability analysis, evaluating external financial sources and other media to identify potential changes in a vendors ability to deliver (e.g. poor financial performance, potential mergers and sales, etc…)","Identification of risks exposure to a vendor and product shortage based on forecasted demand  Tracking through of all finished goods relying on a particular vendor/material to support sales, link to product classification (Sole, Single, Commodity) to determine potential exposure to sales.   Price comparison including “total landed cost” of a material from one vendor or another, including all terms, currencies, taxes, inventory holding etc… to compare actual costs.","Rapid analysis of potential supply  disruption in the event of unplanned external influences (disaster, terrorism etc), understanding the potential impact on supply and identification of mitigating actions to protect supply and service.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Financial; Supply Chain; Risks and Threats,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
750,Outcomes,Analytic Capabilities,Forecasting (Short/Long Term) - deliver the most accurate prediction of demand to improve supply chain performance,"No automated approach, manual collection of data at summarised level. Typically a top down approach using averages
Short historical used (often 4 to 6 weeks), no reaction to trend, poor forecast accuracy (if measured)","Fixed time frame, semi automated forecasting at an aggregated level with basic allocation of forecast across products and/or locations based upon heuristics.
Short term forecast horizon, poor forecast accuracy","Timely and on demand  forecasting  at location/sku granularity in an automated exception driven process
Multiple forecast methods applied automatically, self adapting to  trend, specific method for slow moving products.
Automatic seasonal profiling catering for short and long seasonal products. Forecasting over varying time horizons and time buckets (daily/weekly) – vastly improved forecast accuracy","Demand model analytics approach using multiple  internal and external influences (eg weather, price, competition)
Model forecast for new product and new stores. Advanced daily forecasting and reforecasting techniques","Real time interpretation of social media, web interaction, customer sentiment, location based analytics
Near time event driven demand predictions.
Affinity and cannibalisation impact of promoted and non-promoted product
Within day on demand forecasting in hourly time buckets to support short lead time replenishment (12 hours)",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer; Financial; Supply Chain; Marketing,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
751,Outcomes,Analytic Capabilities,Event Management - Delivering an end to end planning and management capability to improve promotion and seasonal event revenue and margin performance,"No automated approach, manual collection of  historical data at summarised level, generally excel spreadheet to predict promotional uplifts and seasonal event sales. High level forecasts broken down to store level using average store contribution to product group sales. Limited analysis of promotional success (typically reporting impact on promoted items only). Poor forecast accuracy","Promotional forecasts generated at product level using previous promotional performance of similar promotions. Uplifts broken down to location level using averages
Limited analysis of promotional success (typically reporting impact on promoted items only)","Promotional uplift forecasts and sales profiles generated for each location based on previous promotional performance  typically using simple price elasticity models and key causal factors (eg media type and quality)
Limited analysis of promotional success (typically reporting impact on promoted items and category performance), considering pull forward of demand. On-going analysis of promotion performance from day 1 of promotion,","Using past promotional performance and associated promotional mechanics to  create predictive models. Using association analysis to estimate cannibalisation/halo impact on other non promoted items. Identifying key item to drive larger baskets through promotion. Using a bottom up forecasting approach  with “what if” capabilities
Calendar adjustment regarding historical years
Measuring the full impact of the promotion (promoted item, associated items, categories, baskets, missions) v targets","Real time interpretation of social media,, web interaction, customer sentiment, location based analytics
Near time event driven demand predictions.
Exception alerts to highlight poor and over performing locations and products . Prediction of end of promotion performance v targets.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer; Product; Supply Chain; Marketing,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
